ID,Barcode,Title,Authors,Publisher,Pub Date,Binding,On Hand,Price
446572764,9915516606,Child 44 (The Child 44 Trilogy),"Smith, Tom Rob",Grand Central Publishing,11-Dec,Trade,1,$2.00 
802122434,9915528809,A Darker Shade of Sweden,,Mysterious Press,14-Jan,Hardcover,1,$3.00 
62389920,9915530048,Sunburn: A Novel,"Lippman, Laura",William Morrow,18-Feb,Trade,1,$5.00 
1501176846,991553003X,Robicheaux: A Novel,"Burke, James Lee",Simon & Schuster,18-Jan,Hardcover,1,$3.00 
149287700X,9915530137,Dead Drunk: A Mystery and Erotic Thriller,"Carvill, Jean-Claude",CreateSpace Independent Publishing Platform,13-Oct,Trade,1,$2.00 
312572999,9915530102,Winterland,"Glynn, Alan",Picador,11-Jun,Trade,1,$2.00 
571333087,991553387X,"The Neighbourhood [Paperback] [Apr 05, 2018] Vargas Llosa, Mario","llosa, mario vargas",faber and faber uk,18-Jan,Paper Back,1,$4.00 
571327214,9915534183,All the Beautiful Lies,,Faber & Faber,,Paper Back,1,$4.00 
1455561789,9915545401,Before the Fall,"Hawley, Noah",Grand Central Publishing,16-May,Hardcover,1,$3.00 
1620406187,9915545886,Close Call: A Liz Carlyle Novel (Liz Carlyle Novels),"Rimington, Stella",Bloomsbury USA,15-Aug,Trade,1,$2.00 
312385250,9915545827,Bite Marks (Vampire Testaments),"Taylor, Terence",St. Martin's Griffin,9-Sep,Trade,1,$2.00 
1616148152,9915546475,The Blood Promise: A Hugo Marston Novel,"Pryor, Mark",Seventh Street Books,14-Jan,Trade,1,$2.00 
1477828737,9915547757,A Dark Lure,"White, Loreth Anne",Montlake Romance,15-Jul,Paper Back,1,$2.00 
1250107881,9915553080,Not That I Could Tell: A Novel,"Strawser, Jessica",St. Martin's Press,18-Mar,Hardcover,1,$5.00 
1451668708,991555303X,The Devil's Punchbowl: A Novel,"Iles, Greg",Pocket Books,11-Dec,Trade,1,$3.00 
805082166,9915552947,Among the Mad (Maisie Dobbs Novels),"Winspear, Jacqueline",Henry Holt and Co.,9-Feb,Hardcover,1,$3.00 
62049577,9915552939,Elegy for Eddie (Maisie Dobbs Mysteries),"Winspear, Jacqueline",Harper,12-Mar,Hardcover,1,$3.00 
452296765,9915553544,Haunt Me Still: A Novel,"Carrell, Jennifer Lee",Plume,11-Feb,Trade,1,$2.00 
345534220,9915553641,Cover of Snow: A Novel,"Milchman, Jenny",Ballantine Books,13-Dec,Trade,1,$2.00 
399131515,9915553749,Nobody Lives Forever (James Bond Master Spy),"Gardner, John",Putnam Adult,May-86,Hardcover,1,$3.00 
62567381,9915558511,Every Day Above Ground,"Hamilton, Glen Erik",William Morrow,17-Jul,Hardcover,1,$3.00 
399586970,9915563124,The French Girl,"Elliott, Lexie",Berkley,19-Mar,Trade,1,$4.00 
804172951,9915563299,City on Fire,"Hallberg, Garth Risk",Alfred A. Knopf,16-Jul,Trade,1,$2.00 
399573917,9915570058,Dishonorable Intentions,"Woods, Stuart",G.P. Putnam's Sons,16-Jul,Hardcover,1,$3.00 
1848454848,9915573456,The Tulip Eaters,"Heugten, Antoinette van",HARPER COLLINS,16-Jul,Trade,1,$2.00 
045146785X,9915573308,A Banquet of Consequences: A Lynley Novel (Inspector Lynley Novel),"George, Elizabeth",Penguin Books,16-Jun,Trade,1,$2.00 
1101985291,9915573677,Target Omega (A Mike Garin Thriller),"Kirsanow, Peter",Dutton,17-May,Hardcover,1,$3.00 
1786482169,9915573669,The Outcast Dead: The Dr Ruth Galloway Mysteries 6,"Griffiths, Elly",Quercus Publishing,16-Jun,Trade,1,$2.00 
399139389,9915573790,Seafire,"Gardner, John",Putnam Adult,Sep-94,Hardcover,1,$3.00 
765383810,9915573863,Amberlough: Book 1 in the Amberlough Dossier,"Donnelly, Lara Elena",Tor Books,17-Feb,Hardcover,1,$3.00 
307409201,9915573855,Tethered: A Novel,"MacKinnon, Amy",Broadway Books,9-Aug,Trade,1,$2.00 
553805312,9915575254,"The Collected Short Stories of Louis L'Amour, Volume 6: The Crime Stories (v. 6)","L'Amour, Louis",N/A,8-Oct,Hardcover,1,$5.00 
312426216,9915575645,Pardonable Lies: A Maisie Dobbs Novel (Maisie Dobbs Mysteries),"Winspear, Jacqueline",Picador,6-Jun,Trade,1,$3.00 
312428189,9915575637,An Incomplete Revenge (Maisie Dobbs Book 5),"Winspear, Jacqueline",Picador,8-Nov,Paper Back,1,$3.00 
143035304,9915575610,Birds of a Feather (Maisie Dobbs Mysteries),"Winspear, Jacqueline",Penguin (Non-Classics),5-Aug,Trade,1,$3.00 
62678744,9915580967,The Black Ascot (Inspector Ian Rutledge Mysteries),"Todd, Charles",William Morrow,19-Feb,Hardcover,1,$8.00 
765374870,9915581092,American Drifter: A Thriller,"Graham, Heather,Murray, Chad Michael",Forge Books,17-Nov,Hardcover,1,$3.00 
805082166,991558105X,Among the Mad (Maisie Dobbs Novels),"Winspear, Jacqueline",Henry Holt and Co.,9-Feb,Hardcover,1,$3.00 
385543026,991559397X,CAMINO ISLAND,,,2017,Hardcover,1,$3.00 
1400034779,9915594755,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),"Smith, Alexander McCall",Anchor,3-Feb,Trade,1,$2.00 
802128637,9915597096,The Ghosts of Galway (Jack Taylor),"Bruen, Ken",Mysterious Press,18-Nov,Trade,1,$2.00 
978878558,9915596731,Man Under,"Shaughnessy, Brian",Shannon Road Press,8-Jul,Trade,1,$2.00 
978878574,9915596723,Out from Under,"Shaughnessy, Brian",Shannon Road Press,9-Jul,Trade,1,$2.00 
1508519714,9915610505,BrainWeb,"Richards, Douglas E.",CreateSpace Independent Publishing Platform,15-Feb,Trade,1,$2.00 
312641745,9915618387,Ashes to Dust: A Thriller (Thora Gudmundsdottir),"Sigurdardottir, Yrsa",Minotaur Books,12-Mar,Trade,1,$2.00 
1400079446,9915618379,44 Scotland Street,"Smith, Alexander Mccall",Anchor,5-Jun,Trade,1,$2.00 
030745469X,9915618360,"Bruno, Chief of Police (Vintage)","Walker, Martin",Vintage,10-Apr,Trade,1,$2.00 
7254008,9915618352,The Gallows Bird,"Lackberg, Camilla",HarperCollins,11-Mar,Trade,1,$2.00 
307341550,9915625081,Sharp Objects: A Novel,"Flynn, Gillian",Three Rivers Press,7-Jul,Trade,1,$4.00 
399573976,9915625952,Below the Belt (A Stone Barrington Novel),"Woods, Stuart",G.P. Putnam's Sons,17-Jan,Hardcover,1,$5.00 
1414311621,9915627955,"Dead Heat (Political Thrillers, No. 5)","Rosenberg, Joel C.",N/A,8-Aug,Trade,1,$2.00 
1524797189,9915634935,Something in the Water: A Novel,"Steadman, Catherine",Ballantine Books,18-Jun,Hardcover,1,$6.00 
031238324X,9915634854,Roman Blood: A Novel of Ancient Rome (Novels of Ancient Rome),"Saylor, Steven",Minotaur Books,8-Apr,Trade,1,$3.00 
1732914427,9915635141,Countdown America,"Fox, M. C.",M.C. Fox,19-Jan,Trade,1,$6.00 
9780312544,9915635125,"Poyer, David THE CRISIS Signed US HCDJ 1st/1st NF","Poyer, David",St Martin,9-Jan,Trade,1,$2.00 
006167270X,9915635095,A Pale Horse: A Novel of Suspense (Inspector Ian Rutledge Mysteries),"Todd, Charles",William Morrow Paperbacks,8-Dec,Trade,1,$2.00 
1250038944,991563563X,The Headmaster's Wife,"Greene, Thomas Christopher",Thomas Dunne Books,14-Feb,Trade,1,$2.00 
983165629,9915635575,Sleepless Nights (Drew Smith Series),"Holland, Norwood",N/A,11-Jun,Trade,1,$2.00 
983165629,9915635559,Sleepless Nights (Drew Smith Series),"Holland, Norwood",N/A,11-Jun,Trade,1,$2.00 
983165629,9915635540,Sleepless Nights (Drew Smith Series),"Holland, Norwood",N/A,11-Jun,Trade,1,$2.00 
1623658586,9915636628,The Dinosaur Feather,"Gazan, S.J.",Quercus,14-Nov,Trade,1,$2.00 
786715480,9915637462,Italian Secretary : A Further Adventure Of Sherlock Holmes,"CARR, CALEB",Pub Group West,5-Apr,Hardcover,1,$3.00 
1250121280,9915638132,Down a Dark Road (Kate Burkholder),"Castillo, Linda",Minotaur Books,17-Jul,Hardcover,1,$3.00 
1455597945,9915638469,New Jason Bourne Novel (Jason Bourne series),"Van Lustbader, Eric",Grand Central Publishing,16-Jun,Hardcover,1,$3.00 
425284980,9915638566,Murder on the Serpentine: A Charlotte and Thomas Pitt Novel,"Perry, Anne",Ballantine Books,17-Mar,library discard HC,1,$1.00 
735217114,9915638558,Indecent Exposure (A Stone Barrington Novel),"Woods, Stuart",G.P. Putnam's Sons,17-Jun,Hardcover,1,$3.00 
735212481,9915638523,Charlatans,"Cook, Robin",G.P. Putnam's Sons,17-Aug,Hardcover,1,$3.00 
62354345,9915638809,House of Spies: A Novel (Gabriel Allon),"Silva, Daniel",Harper,17-Jul,library discard HC,1,$3.00 
735219192,9915638795,Untitled Stone Barrington #46 (A Stone Barrington Novel),"Woods, Stuart",G.P. Putnam's Sons,18-Jun,Hardcover,1,$3.00 
1455525820,9915638752,The Pharaoh Key,"Preston, Douglas, Child, Lincoln",Grand Central Publishing,18-Jun,Hardcover,1,$5.00 
1400077095,9915640935,The Sunday Philosophy Club (Isabel Dalhousie Mysteries),"Smith, Alexander Mccall",Anchor,5-Jul,Trade,1,$2.00 
1400031362,991564129X,Morality for Beautiful Girls (No. 1 Ladies Detective Agency (Paperback)),"Smith, Alexander McCall",Anchor,2-Nov,Trade,1,$2.00 
1400031354,9915641281,Tears of the Giraffe (No. 1 Ladies Detective Agency (Paperback)),"Smith, Alexander McCall",Anchor,2-Oct,Trade,1,$2.00 
1400034779,9915641273,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),"Smith, Alexander McCall",Anchor,3-Feb,Trade,1,$2.00 
1579625665,9915641559,You're Dead,"Knopf, Chris",Permanent Press,18-Dec,Hardcover,1,$3.00 
735219192,9915648286,Untitled Stone Barrington #46 (A Stone Barrington Novel),"Woods, Stuart",G.P. Putnam's Sons,18-Jun,Hardcover,1,$5.00 
399162364,9915648642,The Golem of Hollywood,"Kellerman, Jonathan, Kellerman, Jesse",Putnam Adult,14-Sep,Hardcover,1,$3.00 
62132822,9915648499,Night Diver: A Novel,"Lowell, Elizabeth",William Morrow,14-Apr,Trade,1,$3.00 
143125133,9915648456,A Man Without Breath: A Bernie Gunther Novel,"Kerr, Philip",Penguin Books,14-Mar,Trade,1,$3.00 
553448145,9915648820,Artemis: A Novel,"Weir, Andy",Broadway Books,18-Jul,Trade,1,$4.00 
743215052,9915653972,The Constant Gardener,"Carre, John le",Scribner,Dec-00,Hardcover,1,$3.00 
446402419,9915654340,The Secret Speech (The Child 44 Trilogy),"Smith, Tom Rob",Grand Central Publishing,10-May,Trade,1,$2.00 
446583081,9915654324,Agent 6 (The Child 44 Trilogy),"Smith, Tom Rob",Grand Central Publishing,13-Jan,Trade,1,$2.00 
1501108581,9915659725,The Sleeping Beauty Killer (An Under Suspicion Novel),"Clark, Mary Higgins, Burke, Alafair",Simon & Schuster,16-Nov,Hardcover,1,$3.00 
446583081,9915665202,Agent 6 (The Child 44 Trilogy),"Smith, Tom Rob",Grand Central Publishing,13-Jan,Trade,1,$2.00 
312429258,9915665938,"Among the Mad (Maisie Dobbs, Book 6)","Winspear, Jacqueline",Picador,9-Nov,Trade,1,$2.00 
1455536946,9915665776,City of Endless Night (Agent Pendergast series),"Preston, Douglas, Child, Lincoln",Grand Central Publishing,17-Nov,Hardcover,1,$3.00 
385349874,9915667507,The Crow Girl: A novel,"Sund, Erik Axl",Knopf,16-Jun,Hardcover,1,$8.00 
1250071666,991566799X,The Outsider: A Novel,"Franze, Anthony",Minotaur Books,17-Mar,Hardcover,1,$3.00 
1535171774,991567922X,Dark Athena: A Novel,"Houghton, Arthur",CreateSpace Independent Publishing Platform,16-Aug,Trade,1,$3.00 
399593829,9915679076,The Prisoner in the Castle: A Maggie Hope Mystery,"MacNeal, Susan Elia",Bantam,18-Aug,Hardcover,1,$6.00 
316225940,9915679483,The Wrong Side of Goodbye,"Connelly, Michael","Little, Brown and Company",16-Nov,Hardcover,1,$3.00 
374110409,9915679440,An Evil Eye: A Novel (Investigator Yashim),"Goodwin, Jason",Sarah Crichton Books,11-Mar,Hardcover,1,$3.00 
1250038944,9914516424,The Headmaster's Wife,"Greene, Thomas Christopher",Thomas Dunne Books,14-Feb,Trade,1,$3.00 
770435726,9915679319,The Expats: A Novel,"Pavone, Chris",Broadway,13-Jan,Trade,1,$2.00 
61826677,9915681542,Dial H for Hitchcock: A Cece Caruso Mystery,"Kandel, Susan",Harper Collins,9-Oct,Paper Back,1,$2.00 
073870749X,9915681526,Whiskey on the Rocks (The Whiskey Mattimoe Mysteries),"Wright, Nina",Midnight Ink,5-Sep,Paper Back,1,$2.00 
553593242,9915681518,Shadow Pass: A Novel of Suspense,"Eastland, Sam",Bantam,12-Feb,Trade,1,$2.00 
1400321069,991568147X,Rock Harbor Search and Rescue,"Caroll, Robin,Coble, Colleen",Thomas Nelson,13-Apr,Paper Back,1,$2.00 
804169977,9915681461,The Night Sister,"McMahon, Jennifer",Anchor,16-Mar,Paper Back,1,$3.00 
1946502553,9915681453,Second Story Man,"Salzberg, Charles",Down & Out Books,17-Nov,Paper Back,1,$3.00 
1400031362,9915681410,Morality for Beautiful Girls (No. 1 Ladies Detective Agency (Paperback)),"Smith, Alexander McCall",Anchor,2-Nov,Trade,1,$2.00 
778330923,9915681399,Every Last Lie,"Kubica, Mary",Park Row Books,18-Apr,Paper Back,1,$4.00 
1579126901,9915684061,The Tuesday Club Murders: A Miss Marple Mystery (Agatha Christie Collection),"Christie, Agatha",Black Dog & Leventhal Publishers,7-Mar,Hardcover,1,$3.00 
006232022X,9915701047,THE BLACK WILDOW,"Silva, Daniel",Harper,16-Jul,Hardcover,1,$3.00 
039917706X,9915703155,Greeks Bearing Gifts (A Bernie Gunther Novel),"Kerr, Philip",Marian Wood Books/Putnam,18-Apr,Hardcover,1,$8.00 
1400075718,9915704895,"Blue Shoes and Happiness (No. 1 Ladies Detective Agency, Book 7)","Smith, Alexander Mccall",Anchor,7-Mar,Trade,1,$2.00 
281BZP1045351,9915704917,Masterpieces of Mystery selected byEllery Queen,,,,Hardcover,1,$3.00 
1569474893,9915704992,The Glass Devil (An Irene Huss Investigation),"Tursten, Helene",Soho Crime,8-Apr,Paper Back,1,$2.00 
1439148503,9915705034,Under the Dome: A Novel,"King, Stephen",Scribner,9-Nov,Hardcover,1,$5.00 
1250180651,9915710704,Murder on Millionaires' Row: A Mystery (A Rose Gallagher Mystery),"Lindsey, Erin",Minotaur Books,18-Oct,Trade,1,$4.00 
312343809,9915714017,Severance Package,"Swierczynski, Duane",Minotaur Books,8-May,Trade,1,$3.00 
451489144,9915719450,Those People,"Candlish, Louise",Berkley,19-Jun,Hardcover,1,$8.00 
1496721454,9915737696,Southern Sass and Killer Cravings (Marygene Brown Mysteries),"Young, Kate",Kensington,19-May,Paper Back,1,$2.00 
1400034779,9915739672,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),"Smith, Alexander McCall",Anchor,3-Feb,Trade,1,$2.00 
62049615,9915739664,Leaving Everything Most Loved (Maisie Dobbs),"Winspear, Jacqueline",Harper Perennial,14-Apr,Trade,1,$2.00 
61727687,9915739656,The Mapping of Love and Death: A Maisie Dobbs Novel (P.S.),"Winspear, Jacqueline",Harper Perennial,11-Apr,Trade,1,$2.00 
62436643,9915739648,To Die but Once: A Maisie Dobbs Novel,"Winspear, Jacqueline",Harper Perennial,19-Feb,Trade,1,$6.00 
62436627,9915739605,In This Grave Hour: A Maisie Dobbs Novel,"Winspear, Jacqueline",Harper Perennial,18-Feb,Trade,1,$4.00 
312429258,9915739591,"Among the Mad (Maisie Dobbs, Book 6)","Winspear, Jacqueline",Picador,9-Nov,Trade,1,$2.00 
451492226,9915739532,Mrs. Jeffries Delivers the Goods (A Victorian Mystery),"Brightwell, Emily",Berkley,19-Mar,Trade,1,$6.00 
425285006,991573994X,Murder on the Serpentine: A Charlotte and Thomas Pitt Novel,"Perry, Anne",Ballantine Books,18-Apr,Trade,1,$4.00 
1643130277,9915739931,Scones and Scoundrels: The Highland Bookshop Mystery Series: Book 2,"MacRae, Molly",Pegasus Books,19-Apr,Trade,1,$6.00 
1439157286,9915739923,Iron Lake: A Novel (1) (Cork O'Connor Mystery Series),"Krueger, William Kent",Atria Books,9-Jun,Trade,1,$3.00 
1501147501,9915739907,Foreign Agent: A Thriller (The Scot Harvath Series) with The Athens Solution (Bonus Short Story),Brad Thor,EMILY BESTLER BOOKS/ ATRIA,16-Jan,Hardcover,1,$3.00 
1781160325,9915739893,The Cocktail Waitress (Hard Case Crime),"Cain, James M.",Hard Case Crime,12-Sep,Hardcover,1,$4.00 
340836903,9915740379,FRIEND OF THE DEVIL,"Robinson, Peter",Hodder & Stoughton,7-Jan,Trade,1,$3.00 
316434787,991574014X,Red Clocks: A Novel,"Zumas, Leni",Back Bay Books,18-Oct,Trade,1,$4.00 
076539913X,9915740743,The Devil's Half Mile,"Hirsch, Paddy",Forge Books,18-May,Hardcover,1,$5.00 
143034901,9915740719,The Shadow of the Wind,"Zafon, Carlos Ruiz",Penguin (Non-Classics),5-Feb,Trade,1,$2.00 
1455559490,9915749503,The House of Secrets,"Meltzer, Brad",Grand Central Publishing,16-Jun,Hardcover,1,$4.00 
281BZP1045731,9915751184,Watch Me Disappear,,,,Paper Back,1,$3.00 
1631523104,991575115X,Venetian Blood: Murder in a Sensuous City,"Volker, Christine Evelyn",She Writes Press,17-Aug,Paper Back,1,$3.00 
1101990473,9915751141,The Widow,"Barton, Fiona",Berkley,17-Jan,Trade,1,$5.00 
1503900819,9915751699,After Nightfall,"Banner, A. J.",Lake Union Publishing,18-Aug,Hardcover,1,$3.00 
399573941,9915751672,Untitled Stone Barrington #39 (A Stone Barrington Novel),"Woods, Stuart",G.P. Putnam's Sons,16-Oct,Hardcover,1,$3.00 
1741856728,9915754043,Look Out Fergus Frog!,,Hinkler Books,,Hardcover,1,$3.00 
143514421X,9915754035,Did You Know,,Sandy Creek,12-Jan,Trade,1,$5.00 
545614937,9915754027,Ripley's Believe It or Not! Special Edition 2014,Ripley's (Editor),Scholastic,13-Jan,Hardcover,1,$4.00 
762459859,9915754779,Vern Yip's Design Wise: Your Smart Guide to a Beautiful Home,"Yip, Vern",Running Press Adult,16-Sep,Hardcover,1,$5.00 
810995204,9915755015,The Houses of Greenwich Village,"Murphy, Kevin",Harry N. Abrams,8-May,Hardcover,1,$7.00 
1594200718,9915755678,The Works: Anatomy of a City,"Ascher, Kate","Penguin Press HC, The",5-Nov,Hardcover,1,$3.00 
688150942,9915755767,Country Living True Colors,,Hearst,1-Dec,Hardcover,1,$3.00 
1617690376,9915756046,The Chelsea Market Cookbook: 100 Recipes from New York's Premier Indoor Food Hall,"Phillips, Michael","Stewart, Tabori and Chang",13-Oct,Hardcover,1,$5.00 
789322390,9915756305,Golf Courses: Fairways of the World,"Bonallack, Sir Michael,Smyers, Steve",Rizzoli,11-Mar,Hardcover,1,$3.00 
307595862,9915759274,The Snowman,"Nesbø, Jo",Knopf,11-May,Hardcover,1,$3.00 
345533666,9915766378,Defending Jacob: A Novel,"Landay, William",Bantam,13-Sep,Trade,1,$2.00 
1455525863,9915766653,Beyond the Ice Limit: A Gideon Crew Novel (Gideon Crew Series),"Preston, Douglas, Child, Lincoln",Grand Central Publishing,16-May,Hardcover,1,$5.00 
1400063361,9915767536,"Pirate Hunters: Treasure, Obsession, and the Search for a Legendary Pirate Ship","Kurson, Robert",Random House,15-Jun,Hardcover,1,$3.00 
307387224,9915776217,Mind's Eye (Vintage Crime/Black Lizard),"Nesser, Hakan",Vintage,9-Jun,Trade,1,$2.00 
1101947861,9915776551,"Furious Hours: Murder, Fraud, and the Last Trial of Harper Lee","Cep, Casey",Knopf,19-May,Hardcover,1,$10.00 
1524743100,9915776535,Blood Oath: A Novel (An Alexandra Cooper Novel),"Fairstein, Linda",Dutton,19-Mar,Hardcover,1,$8.00 
802129110,9915776500,Unto Us a Son Is Given (Guido Brunetti),"Leon, Donna",Atlantic Monthly Press,19-Mar,Hardcover,1,$8.00 
1984803522,9915776853,Shadow Warrior (A Shadow Riders Novel),"Feehan, Christine",Berkley,19-Jun,Paper Back,1,$2.00 
735218730,9915777132,The Gray Ghost (A Sam and Remi Fargo Adventure),"Cussler, Clive, Burcell, Robin",G.P. Putnam's Sons,18-May,Hardcover,1,$6.00 
1455526959,9915780427,The Black Box (A Harry Bosch Novel),"Connelly, Michael",Grand Central Publishing,13-Jun,Trade,1,$2.00 
316484806,9915782004,Dark Sacred Night (A Ballard and Bosch Novel),"Connelly, Michael","Little, Brown and Company",18-Oct,Hardcover,1,$5.00 
1496721454,9915788614,Southern Sass and Killer Cravings (Marygene Brown Mysteries),"Young, Kate",Kensington,19-May,Paper Back,1,$1.00 
62381792,9915788576,Crucible: A Thriller (Sigma Force Novels),"Rollins, James",William Morrow,19-Jul,Paper Back,1,$1.00 
044000098X,9915788568,Booking the Crook (A Bookmobile Cat Mystery),"Cass, Laurie",Berkley,19-Jul,Trade,1,$1.00 
1250100836,9915788975,Let the Dead Speak: A Maeve Kerrigan Mystery (Maeve Kerrigan Novels),"Casey, Jane",Minotaur Books,17-Jul,Hardcover,1,$3.00 
425287181,991579133X,Whiskers in the Dark: A Mrs. Murphy Mystery,"Brown, Rita Mae",Bantam,19-Jun,Hardcover,1,$10.00 
031630624X,9915796153,The Immortals (Olympus Bound),"Brodsky, Jordanna Max",Orbit,16-Dec,Trade,1,$2.00 
006232022X,9915800932,THE BLACK WILDOW,"Silva, Daniel",Harper,16-Jul,Hardcover,1,$3.00 
1250087643,9915800770,"Good Me, Bad Me","Land, Ali",Flatiron Books,17-Sep,Hardcover,1,$5.00 
1250081815,9915800746,It's Always the Husband: A Novel,"Campbell, Michele",St. Martin's Griffin,18-May,Trade,1,$5.00 
1250113695,9915800711,He Said/She Said: A Novel,"Kelly, Erin",Minotaur Books,17-Jun,Hardcover,1,$3.00 
316412694,9915801343,The President Is Missing,"Clinton, Bill, Patterson, James","Little, Brown and Company and Knopf",18-Jun,Hardcover,1,$6.00 
1524797057,9915807449,Keep You Close: A Novel,"Cleveland, Karen",Ballantine Books,19-May,Hardcover,1,$8.00 
1524743658,9915807392,The Perfect Plan: A Novel,"Reardon, Bryan",Dutton,19-Jun,Hardcover,1,$8.00 
1524761508,9915807384,The Paris Diversion: A Novel,"Pavone, Chris",Crown,19-May,Trade,1,$8.00 
316225940,9915807783,The Wrong Side of Goodbye,"Connelly, Michael","Little, Brown and Company",16-Nov,Hardcover,1,$3.00 
1250133068,9915807708,Rescued (An Andy Carpenter Novel),"Rosenfelt, David",Minotaur Books,18-Jul,Hardcover,1,$5.00 
1501100076,991580766X,Finders Keepers: A Novel,"King, Stephen",Scribner,15-Jun,Hardcover,1,$3.00 
1538761343,9915807813,The Fallen (Memory Man series),"Baldacci, David",Vision,19-Feb,Trade,1,$3.00 
1503903311,9915813406,The Eighth Sister: A Thriller (Charles Jenkins),"Dugoni, Robert",Thomas & Mercer,19-Apr,Trade,1,$6.00 
1492677094,9915813570,They Found Him Dead (Country House Mysteries),"Heyer, Georgette",Poisoned Pen Press,19-Mar,Trade,1,$6.00 
425221415,9915813430,Spook Country,"Gibson, William",N/A,8-Jun,Trade,1,$2.00 
399185267,9915814143,Smooth Operator,"Woods, Stuart, Hall, Parnell",G.P. Putnam's Sons,16-Aug,Hardcover,1,$3.00 
316407070,9915814127,15th Affair,"Patterson, James","Little, Brown and Company",16-May,Hardcover,1,$3.00 
385541198,9915814100,The Whistler,"Grisham, John",Doubleday,16-Oct,Hardcover,1,$3.00 
1538760886,9915814089,The 17th Suspect (Women's Murder Club),"Patterson, James, Paetro, Maxine",Grand Central Publishing,18-Nov,Trade,1,$4.00 
399593489,9915814054,The Midnight Line: A Jack Reacher Novel,"Child, Lee",Delacorte Press,17-Nov,Hardcover,1,$3.00 
039917706X,9915814178,Greeks Bearing Gifts (A Bernie Gunther Novel),"Kerr, Philip",Marian Wood Books/Putnam,18-Apr,Hardcover,1,$5.00 
62129384,991581416X,Since We Fell,"Lehane, Dennis",Ecco,17-May,Hardcover,1,$3.00 
1538761386,9915814771,The Fallen (Memory Man series),"Baldacci, David",Grand Central Publishing,18-Sep,Trade,1,$4.00 
161188263X,9915817061,The Founding Treason (Jonathan Rickner Thriller),"Burns, Jeremy",Story Plant,19-May,Trade,1,$6.00 
1492677094,9915817886,They Found Him Dead (Country House Mysteries),"Heyer, Georgette",Poisoned Pen Press,19-Mar,Trade,1,$2.00 
1250141435,9915820054,Emma in the Night,"Walker, Wendy",St. Martin's Press,17-Aug,Hardcover,1,$3.00 
1250036178,9915820291,The Middleman: A Novel,"Steinhauer, Olen",Minotaur Books,18-Aug,Hardcover,1,$5.00 
1476706131,9915820364,Red Sparrow: A Novel,"Matthews, Jason",Scribner,14-Dec,Trade,1,$2.00 
316302503,9915820356,It Takes One,"Kessler, Kate",Redhook,16-Apr,Trade,1,$2.00 
307950492,9915821212,Ghostman (Vintage Crime/Black Lizard),"Hobbs, Roger",Vintage,13-Jul,Trade,1,$2.00 
735212899,9915822596,Black Mountain (An Isaiah Coleridge Novel),"Barron, Laird",G.P. Putnam's Sons,19-May,Hardcover,1,$8.00 
385352166,9915822537,The Thirst: A Harry Hole Novel (Harry Hole Series),"Nesbo, Jo",Knopf,17-May,Hardcover,1,$3.00 
525954341,9915822502,The Punishment She Deserves: A Lynley Novel,"George, Elizabeth",Viking,18-Mar,Hardcover,1,$5.00 
145558651X,9915822464,No Man's Land (John Puller Series),"Baldacci, David",Grand Central Publishing,16-Nov,Hardcover,1,$3.00 
039957560X,9915822820,The Cutthroat (An Isaac Bell Adventure),"Cussler, Clive",G.P. Putnam's Sons,17-Mar,Hardcover,1,$5.00 
679455698,9915822618,"Surrender, New York: A Novel","Carr, Caleb",Random House,16-Aug,Hardcover,1,$5.00 
399179917,9915823126,Dark Tide Rising: A William Monk Novel,"Perry, Anne",Ballantine Books,18-Sep,Hardcover,1,$5.00 
1524743070,9915823096,The Last Time I Lied: A Novel,"Sager, Riley",Dutton,18-Jul,Hardcover,1,$5.00 
1250129273,991582307X,Shattered (Max Revere Novels),"Brennan, Allison",Minotaur Books,17-Aug,Hardcover,1,$3.00 
1250121310,9915823045,A Gathering of Secrets: A Kate Burkholder Novel,"Castillo, Linda",Minotaur Books,18-Jul,Hardcover,1,$5.00 
1250161533,9915823037,"Dark in Death: An Eve Dallas Novel (In Death, Book 46)","Robb, J.D.",St. Martin's Press,18-Jan,Hardcover,1,$5.00 
1250092175,9915823002,A Darkness Absolute: A Rockton Novel (Casey Duncan Novels),"Armstrong, Kelley",Minotaur Books,17-Feb,Hardcover,1,$3.00 
399553924,9915822960,Neverworld Wake,"Pessl, Marisha",Delacorte Press,18-Jun,Hardcover,1,$5.00 
62657585,9915824874,Field of Bones: A Brady Novel of Suspense (Joanna Brady Mysteries),"Jance, J. A",William Morrow,19-Apr,Paper Back,1,$2.00 
316273902,9915834225,The People vs. Alex Cross,"Patterson, James","Little, Brown and Company",17-Nov,Hardcover,1,$4.00 
62381733,9915834209,The Demon Crown: A Sigma Force Novel,"Rollins, James",William Morrow,17-Dec,Hardcover,1,$4.00 
735217351,9915834160,Twisted Prey (A Prey Novel),"Sandford, John",G.P. Putnam's Sons,18-Apr,library discard HC,1,$5.00 
316274046,9915834152,The 17th Suspect (Women's Murder Club),"Patterson, James,Paetro, Maxine","Little, Brown and Company",18-Apr,Hardcover,1,$5.00 
1101984848,9915834144,Daughter of War: A Pike Logan Thriller,"Taylor, Brad",Dutton,19-Jan,Hardcover,1,$10.00 
